product_name,product_category_tree,description,description_token,words
Lifestyle-You IG43_04 USB USB Fan,Computers,"Lifestyle-You IG43_04 USB USB Fan (Yellow)
                         Price: Rs. 499
				
			Portable USB Operated Fan Air cooling fan with Flexible Blades. Strong wind, suitable for home or office on table. Using the USB plug design, easily powered by PC or desktop when working and studying. Powered by USB port of your computer OR 3 Pcs AA Pencil Batteries (Batteries not included). You can also use it with AC electric power using the common USB mobile charger top (Not included). The blades are safe to touch even when the fan is running. The fan provides instant personal cooling. It has a switch to turn on or off the fan. A very nice addition to your desk in the summers. Colour and design exactly as per the pictures. The pictures are taken with the actual product in stock.
Portable USB Operated Fan Air cooling fan with Flexible Blades. Strong wind, suitable for home or office on table. Using the USB plug design, easily powered by PC or desktop when working and studying. Powered by USB port of your computer OR 3 Pcs AA Pencil Batteries (Batteries not included). You can also use it with AC electric power using the common USB mobile charger top (Not included). The blades are safe to touch even when the fan is running. The fan provides instant personal cooling. It has a switch to turn on or off the fan. A very nice addition to your desk in the summers. Colour and design exactly as per the pictures. The pictures are taken with the actual product in stock.","['lifestyle', 'ig_', 'usb', 'usb', 'fan', 'yellow', 'price', 'r', '', 'portable', 'usb', 'operate', 'fan', 'air', 'cool', 'fan', 'flexible', 'blade', 'strong', 'wind', 'suitable', 'home', 'office', 'table', 'use', 'usb', 'plug', 'design', 'easily', 'power', 'pc', 'desktop', 'work', 'study', 'power', 'usb', 'port', 'computer', '', 'pc', 'aa', 'pencil', 'battery', 'battery', 'include', 'also', 'use', 'ac', 'electric', 'power', 'use', 'common', 'usb', 'mobile', 'charger', 'top', 'include', 'blade', 'safe', 'touch', 'even', 'fan', 'run', 'fan', 'provide', 'instant', 'personal', 'cool', 'switch', 'turn', 'fan', 'nice', 'addition', 'desk', 'summer', 'colour', 'design', 'exactly', 'per', 'picture', 'picture', 'take', 'actual', 'product', 'stock', 'portable', 'usb', 'operate', 'fan', 'air', 'cool', 'fan', 'flexible', 'blade', 'strong', 'wind', 'suitable', 'home', 'office', 'table', 'use', 'usb', 'plug', 'design', 'easily', 'power', 'pc', 'desktop', 'work', 'study', 'power', 'usb', 'port', 'computer', '', 'pc', 'aa', 'pencil', 'battery', 'battery', 'include', 'also', 'use', 'ac', 'electric', 'power', 'use', 'common', 'usb', 'mobile', 'charger', 'top', 'include', 'blade', 'safe', 'touch', 'even', 'fan', 'run', 'fan', 'provide', 'instant', 'personal', 'cool', 'switch', 'turn', 'fan', 'nice', 'addition', 'desk', 'summer', 'colour', 'design', 'exactly', 'per', 'picture', 'picture', 'take', 'actual', 'product', 'stock']",lifestyle ig usb usb fan ylow pre r  porble usb operate fan air cool fan flexible blade strong wi suible home offe ble use usb plug design sily power pc desktop work y power usb port computer  pc aa pencil baery baery include ao use ac er power use common usb mobile crger top include blade safe touch even fan run fan provide ins personal cool itch turn fan  addition desk summer colour design exaly per piure piure  aual produ stock porble usb operate fan air cool fan flexible blade strong wi suible home offe ble use usb plug design sily power pc desktop work y power usb port computer  pc aa pencil baery baery include ao use ac er power use common usb mobile crger top include blade safe touch even fan run fan provide ins personal cool itch turn fan  addition desk summer colour design exaly per piure piure  aual produ stock
99Gems Smart OTG Connection kit USB USB Cable,Computers,"99Gems Smart OTG Connection kit USB USB Cable (Black)
                         Price: Rs. 199
				
			Features: Works on microUSB smart phone devices On-To-Go Function (OTG) - Allows you to connect USB devices such as keyboard, mouse and USB flash drive to your OTG compatible phone or tablet Small and Light, easy to carry Plug and Play COMPATIBLE: ALMOST ALL DEVICES WITH OTG SUPPORT
Features: Works on microUSB smart phone devices On-To-Go Function (OTG) - Allows you to connect USB devices such as keyboard, mouse and USB flash drive to your OTG compatible phone or tablet Small and Light, easy to carry Plug and Play COMPATIBLE: ALMOST ALL DEVICES WITH OTG SUPPORT","['gems', 'smart', 'otg', 'connection', 'kit', 'usb', 'usb', 'cable', 'black', 'price', 'r', '', 'feature', 'work', 'microusb', 'smart', 'phone', 'device', 'go', 'function', 'otg', 'allows', 'connect', 'usb', 'device', 'keyboard', 'mouse', 'usb', 'flash', 'drive', 'otg', 'compatible', 'phone', 'tablet', 'small', 'light', 'easy', 'carry', 'plug', 'play', 'compatible', 'almost', 'device', 'otg', 'support', 'feature', 'work', 'microusb', 'smart', 'phone', 'device', 'go', 'function', 'otg', 'allows', 'connect', 'usb', 'device', 'keyboard', 'mouse', 'usb', 'flash', 'drive', 'otg', 'compatible', 'phone', 'tablet', 'small', 'light', 'easy', 'carry', 'plug', 'play', 'compatible', 'almost', 'device', 'otg', 'support']",s smart otg  kit usb usb cable black pre r  fture work mrousb smart pho deve go funion otg allows con usb deve yboa mouse usb flash drive otg compatible pho blet small light sy carry plug p compatible almost deve otg support fture work mrousb smart pho deve go funion otg allows con usb deve yboa mouse usb flash drive otg compatible pho blet small light sy carry plug p compatible almost deve otg support
De TechInn Flexible wire powered by 13 USB Led Light,Computers,Buy De TechInn Flexible wire powered by 13 USB Led Light for Rs.219 online. De TechInn Flexible wire powered by 13 USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'de', 'techinn', 'flexible', 'wire', 'power', '', 'usb', 'lead', 'light', 'r', '', 'online', 'de', 'techinn', 'flexible', 'wire', 'power', '', 'usb', 'lead', 'light', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy de techinn flexible wire power  usb ld light r  onli de techinn flexible wire power  usb ld light best pre free sping cash divery genui produ  day receme guaraee
Crystle Crstl - Pink Crystle01 USB Led Light,Computers,Buy Crystle Crstl - Pink Crystle01 USB Led Light for Rs.170 online. Crystle Crstl - Pink Crystle01 USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'crystle', 'crstl', 'pink', 'crystle', 'usb', 'lead', 'light', 'r', '', 'online', 'crystle', 'crstl', 'pink', 'crystle', 'usb', 'lead', 'light', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy crystle crstl pi crystle usb ld light r  onli crystle crstl pi crystle usb ld light best pre free sping cash divery genui produ  day receme guaraee
Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan,Computers,Buy Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan for Rs.799 online. Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'dizionario', 'mini', 'perfume', 'fan', 'cool', 'fancoolerbl', 'usb', 'usb', 'fan', 'r', '', 'online', 'dizionario', 'mini', 'perfume', 'fan', 'cool', 'fancoolerbl', 'usb', 'usb', 'fan', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy diziona mini perfume fan cool fancoolel usb usb fan r  onli diziona mini perfume fan cool fancoolel usb usb fan best pre free sping cash divery genui produ  day receme guaraee
Kensington 33399EU USB USB Hub,Computers,Buy Kensington 33399EU USB HUB for Rs.549 online. Kensington 33399EU USB HUB at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'kensington', 'eu', 'usb', 'hub', 'r', '', 'online', 'kensington', 'eu', 'usb', 'hub', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy nsington eu usb hub r  onli nsington eu usb hub best pre free sping cash divery genui produ  day receme guaraee
Techone+ Portable SE122103-WHITE USB Led Light,Computers,"Techone+ Portable SE122103-WHITE USB Led Light (White)
                         Price: Rs. 449
				
			Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.
Usable with Power Bank, Laptop, USB Port Adaptor, USB Multi Pin Board & USB Port Device.","['techone', 'portable', 'se', 'white', 'usb', 'lead', 'light', 'white', 'price', 'r', '', 'usable', 'power', 'bank', 'laptop', 'usb', 'port', 'adaptor', 'usb', 'multi', 'pin', 'board', 'usb', 'port', 'device', 'usable', 'power', 'bank', 'laptop', 'usb', 'port', 'adaptor', 'usb', 'multi', 'pin', 'board', 'usb', 'port', 'device']",t porble se white usb ld light white pre r  usable power ba laptop usb port adaptor usb multi pin boa usb port deve usable power ba laptop usb port adaptor usb multi pin boa usb port deve
meSleep Animal Cushions Cover,Home Furnishing,Buy meSleep Animal Cushions Cover at Rs. 699 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'mesleep', 'animal', 'cushion', 'cover', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy meep animal cushion cover r  flipkart com genui produ free sping cash divery
RCE HP ProBook 4430s 6 Cell Laptop Battery,Computers,Buy RCE HP ProBook 4430s 6 Cell Laptop Battery only for Rs. 1790 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"['buy', 'rce', 'hp', 'probook', 's', '', 'cell', 'laptop', 'battery', 'r', '', 'flipkart', 'com', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",buy  hp  s  cl laptop baery r  flipkart com genui produ  day receme guaraee free sping cash divery
kawal fashion Pyjama Baby Girl's  Combo,Baby Care,Specifications of kawal fashion Pyjama Baby Girl's  Combo Apparel Combo Details Primary Product Size 18 - 24 Months Ideal For Baby Girl's Additional Details Style Code mnbt 2244,"['specification', 'kawal', 'fashion', 'pyjama', 'baby', 'girl', 'combo', 'apparel', 'combo', 'detail', 'primary', 'product', 'size', '', '', 'month', 'ideal', 'baby', 'girl', 'additional', 'detail', 'style', 'code', 'mnbt', '']",specifiion  fashion pyjama ba girl coo appar coo deil primary produ size   moh idl ba girl additional deil style code bt 
Sivanna Baking Powder Rouge  Highlighter,Beauty and Personal Care,"Specifications of Sivanna Baking Powder Rouge  Highlighter (Dark pink brown shimmer 10) General Traits Organic Type Mineral Quantity 12 Shade Dark pink brown shimmer 10 Ideal For Girls, Women Container Type Compact Case Highlighter Traits Multi-shaded Yes Texture Powder based In the Box Highlighter","['specification', 'sivanna', 'baking', 'powder', 'rouge', 'highlighter', 'dark', 'pink', 'brown', 'shimmer', '', 'general', 'trait', 'organic', 'type', 'mineral', 'quantity', '', 'shade', 'dark', 'pink', 'brown', 'shimmer', '', 'ideal', 'girl', 'woman', 'container', 'type', 'compact', 'case', 'highlighter', 'trait', 'multi', 'shade', 'yes', 'texture', 'powder', 'base', 'box', 'highlighter']",specifiion   powder  highlighter dark pi bn shimmer  geral trait  type  quaity  e dark pi bn shimmer  idl girl woman coair type compa case highlighter trait multi e yes ure powder base box highlighter
Lula Baby Girl's Dark Blue Bodysuit,Baby Care,"Key Features of Lula Baby Girl's Dark Blue Bodysuit Fabric: cotton spandex Brand Color: ROYAL BLUE,Lula Baby Girl's Dark Blue Bodysuit Price: Rs. 330 Lula babywear is designed to caress the baby like rose petals. Softest and safest cotton wear made for the comfort of the babies. Produced with finest combed cotton and with materials meeting international standards of safety suitable for the delicate skin of the baby. Lula babywear is beautiful and gentle. No hooks or potentially hurting components are ever used. Plaquets and envelope arrangements are provided so that draping the baby or removing the garment is not troublesome.,Specifications of Lula Baby Girl's Dark Blue Bodysuit In The Box 1 Bodysuit Sleepsuit General Details Closure Snap Button Bootie No Sleeve Full sleeve Number of Contents in Sales Package Pack of 1 Age Group 9 -  12 month Fabric cotton spandex Pattern Solid Ideal For Baby Girl's Neck Round Neck Hood No Design Signature Embroidery Fabric Care Gentle Machine Wash or hand wash in Lukewarm Water, Use mild Detergent, Do Not Bleach, Line dry in shade, medium iron, Wash dark Colours Separately","['key', 'feature', 'lula', 'baby', 'girl', 'dark', 'blue', 'bodysuit', 'fabric', 'cotton', 'spandex', 'brand', 'color', 'royal', 'blue', 'lula', 'baby', 'girl', 'dark', 'blue', 'bodysuit', 'price', 'r', '', 'lula', 'babywear', 'design', 'caress', 'baby', 'like', 'rise', 'petal', 'softest', 'safest', 'cotton', 'wear', 'make', 'comfort', 'baby', 'produce', 'fine', 'combed', 'cotton', 'material', 'meeting', 'international', 'standard', 'safety', 'suitable', 'delicate', 'skin', 'baby', 'lula', 'babywear', 'beautiful', 'gentle', 'hook', 'potentially', 'hurt', 'component', 'ever', 'use', 'plaquets', 'envelope', 'arrangement', 'provide', 'drape', 'baby', 'remove', 'garment', 'troublesome', 'specification', 'lula', 'baby', 'girl', 'dark', 'blue', 'bodysuit', 'box', '', 'bodysuit', 'sleepsuit', 'general', 'detail', 'closure', 'snap', 'button', 'bootie', 'sleeve', 'full', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '', 'age', 'group', '', '', 'month', 'fabric', 'cotton', 'spandex', 'pattern', 'solid', 'ideal', 'baby', 'girl', 'neck', 'round', 'neck', 'hood', 'design', 'signature', 'embroidery', 'fabric', 'care', 'gentle', 'machine', 'wash', 'hand', 'wash', 'lukewarm', 'water', 'use', 'mild', 'detergent', 'bleach', 'line', 'dry', 'shade', 'medium', 'iron', 'wash', 'dark', 'colour', 'separately']",y fture lula ba girl dark e bodysuit fabr coon spaex bra color royal e lula ba girl dark e bodysuit pre r  lula ba design  ba li rise pel   coon  ma comfort ba  fi  coon material meeting iernational sa safety suible die n ba lula ba butiful gele hook poteially  compo ever use quets envope  provide  ba ree garme  specifiion lula ba girl dark e bodysuit box  bodysuit epsuit geral deil closure snap buon bootie eve full eve nuer coe sale package pack  age group   moh fabr coon spaex paern solid idl ba girl ck rou ck hood design sig eroidery fabr care gele machi wash  wash luwarm water use mild deterge blch li dry e mium iron wash dark colour separaty
Jums Cotton Bath Towel,Home Furnishing,"Jums Cotton Bath Towel (4 Premium Luxury Bath Towels, Multicolor)
                         Price: Rs. 999
				
			This set of 4 Smooth & Luxury Bath Towels from the house of Jums is a must havein your Bath Linen Collection
This set of 4 Smooth & Luxury Bath Towels from the house of Jums is a must havein your Bath Linen Collection","['jums', 'cotton', 'bath', 'towel', '', 'premium', 'luxury', 'bath', 'towel', 'multicolor', 'price', 'r', '', 'set', '', 'smooth', 'luxury', 'bath', 'towel', 'house', 'jums', 'must', 'havein', 'bath', 'linen', 'collection', 'set', '', 'smooth', 'luxury', 'bath', 'towel', 'house', 'jums', 'must', 'havein', 'bath', 'linen', 'collection']",jums coon bath tow  premium luxury bath tow multolor pre r  set  smooth luxury bath tow house jums must hn bath lin collon set  smooth luxury bath tow house jums must hn bath lin collon
Homec Geometric Cushions Cover,Home Furnishing,"Homec Geometric Cushions Cover (Pack of 10, 40 cm*40 cm, Green)
                         Price: Rs. 799
				
			Homec Trandy Cushion Covers Set Of 10 In 40 Cm X 40 Cm (Color - Green)
Homec Trandy Cushion Covers Set Of 10 In 40 Cm X 40 Cm (Color - Green)","['homec', 'geometric', 'cushion', 'cover', 'pack', '', '', 'cm', '', 'cm', 'green', 'price', 'r', '', 'homec', 'trandy', 'cushion', 'cover', 'set', '', '', 'cm', 'x', '', 'cm', 'color', 'green', 'homec', 'trandy', 'cushion', 'cover', 'set', '', '', 'cm', 'x', '', 'cm', 'color', 'green']",homec gmetr cushion cover pack   cm  cm green pre r  homec tray cushion cover set   cm x  cm color green homec tray cushion cover set   cm x  cm color green
Bianca Cotton Face Towel Set,Home Furnishing,"Bianca Cotton Face Towel Set (Face Towel Set, Yellow, Navy)
                         Price: Rs. 439
				
			This 8pc face towel set Indulge yourself with the luxury of soft cotton after every hand wash. This premium quality cotton hand towel perfect to your décor.
This 8pc face towel set Indulge yourself with the luxury of soft cotton after every hand wash. This premium quality cotton hand towel perfect to your décor.","['bianca', 'cotton', 'face', 'towel', 'set', 'face', 'towel', 'set', 'yellow', 'navy', 'price', 'r', '', 'pc', 'face', 'towel', 'set', 'indulge', 'luxury', 'soft', 'cotton', 'every', 'hand', 'wash', 'premium', 'quality', 'cotton', 'hand', 'towel', 'perfect', 'décor', 'pc', 'face', 'towel', 'set', 'indulge', 'luxury', 'soft', 'cotton', 'every', 'hand', 'wash', 'premium', 'quality', 'cotton', 'hand', 'towel', 'perfect', 'décor']", coon face tow set face tow set ylow ny pre r  pc face tow set iulge luxury soft coon every  wash premium quality coon  tow perfe décor pc face tow set iulge luxury soft coon every  wash premium quality coon  tow perfe décor
Zikrak Exim Floral Cushions Cover,Home Furnishing,Buy Zikrak Exim Floral Cushions Cover at Rs. 418 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'zikrak', 'exim', 'floral', 'cushion', 'cover', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy   floral cushion cover r  flipkart com genui produ free sping cash divery
Trident Cotton Set of Towels,Home Furnishing,"Trident Cotton Set of Towels (2 Bath Towels, Blue, Pink)
                         Price: Rs. 999
				
			
	Trident HNH1 His and Hers Bath Towel is a great buy to pamper your skin after a refreshing shower. This pack of 2 towels has two different colors that go well with your bathroom decor. So upgrade your bath linen collection with these towels.

	Easily Washable

	These towels are durable and very easy to wash. They are lightweight and are highly absorbent. With high absorbency, these towels provide comfort and warmth to your body. 

	Durable Material

	Made from cotton, these towels are soft and take complete care of your skin. So wrap yourself in comfort while you towel off after a bath with these towels.
Trident HNH1 His and Hers Bath Towel is a great buy to pamper your skin after a refreshing shower. This pack of 2 towels has two different colors that go well with your bathroom decor. So upgrade your bath linen collection with these towels.

	Easily Washable

	These towels are durable and very easy to wash. They are lightweight and are highly absorbent. With high absorbency, these towels provide comfort and warmth to your body. 

	Durable Material

	Made from cotton, these towels are soft and take complete care of your skin. So wrap yourself in comfort while you towel off after a bath with these towels.","['trident', 'cotton', 'set', 'towel', '', 'bath', 'towel', 'blue', 'pink', 'price', 'r', '', 'trident', 'hnh', 'bath', 'towel', 'great', 'buy', 'pamper', 'skin', 'refresh', 'shower', 'pack', '', 'towel', 'two', 'different', 'color', 'go', 'well', 'bathroom', 'decor', 'upgrade', 'bath', 'linen', 'collection', 'towel', 'easily', 'washable', 'towel', 'durable', 'easy', 'wash', 'lightweight', 'highly', 'absorbent', 'high', 'absorbency', 'towel', 'provide', 'comfort', 'warmth', 'body', 'durable', 'material', 'make', 'cotton', 'towel', 'soft', 'take', 'complete', 'care', 'skin', 'wrap', 'comfort', 'towel', 'bath', 'towel', 'trident', 'hnh', 'bath', 'towel', 'great', 'buy', 'pamper', 'skin', 'refresh', 'shower', 'pack', '', 'towel', 'two', 'different', 'color', 'go', 'well', 'bathroom', 'decor', 'upgrade', 'bath', 'linen', 'collection', 'towel', 'easily', 'washable', 'towel', 'durable', 'easy', 'wash', 'lightweight', 'highly', 'absorbent', 'high', 'absorbency', 'towel', 'provide', 'comfort', 'warmth', 'body', 'durable', 'material', 'make', 'cotton', 'towel', 'soft', 'take', 'complete', 'care', 'skin', 'wrap', 'comfort', 'towel', 'bath', 'towel']",te coon set tow  bath tow e pi pre r  te hnh bath tow grt buy pamper n refresh shower pack  tow two differe color go wl batoom decor upgrade bath lin collon tow sily wasble tow durable sy wash lightwght highly aoe high aoency tow provide comfort warmth body durable material ma coon tow soft  complete care n ap comfort tow bath tow te hnh bath tow grt buy pamper n refresh shower pack  tow two differe color go wl batoom decor upgrade bath lin collon tow sily wasble tow durable sy wash lightwght highly aoe high aoency tow provide comfort warmth body durable material ma coon tow soft  complete care n ap comfort tow bath tow
MSenterprises Floral Cushions Cover,Home Furnishing,"MSenterprises Floral Cushions Cover (Pack of 5, 40 cm*40 cm, Brown)
                         Price: Rs. 580
				
			Pack Of 5 Cushion Cover
Pack Of 5 Cushion Cover","['msenterprises', 'floral', 'cushion', 'cover', 'pack', '', '', 'cm', '', 'cm', 'brown', 'price', 'r', '', 'pack', '', 'cushion', 'cover', 'pack', '', 'cushion', 'cover']", floral cushion cover pack   cm  cm bn pre r  pack  cushion cover pack  cushion cover
Mafatlal Cotton Bath Towel,Home Furnishing,Buy Mafatlal Cotton Bath Towel at Rs. 545 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'mafatlal', 'cotton', 'bath', 'towel', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy malal coon bath tow r  flipkart com genui produ free sping cash divery
Nikunj Abstract Cushions Cover,Home Furnishing,"Nikunj Abstract Cushions Cover (Pack of 5, 40 cm*40 cm, Grey)
                         Price: Rs. 999
				
			Designer Cushion covers from the house of Nikunj. Made of superior quality fabric that redifines the levels of comfort in your home, along with adding grace and beauty to your interiors
Designer Cushion covers from the house of Nikunj. Made of superior quality fabric that redifines the levels of comfort in your home, along with adding grace and beauty to your interiors","['nikunj', 'abstract', 'cushion', 'cover', 'pack', '', '', 'cm', '', 'cm', 'grey', 'price', 'r', '', 'designer', 'cushion', 'cover', 'house', 'nikunj', 'make', 'superior', 'quality', 'fabric', 'redifines', 'level', 'comfort', 'home', 'along', 'add', 'grace', 'beauty', 'interior', 'designer', 'cushion', 'cover', 'house', 'nikunj', 'make', 'superior', 'quality', 'fabric', 'redifines', 'level', 'comfort', 'home', 'along', 'add', 'grace', 'beauty', 'interior']",nikunj atra cushion cover pack   cm  cm grey pre r  desigr cushion cover house nikunj ma super quality fabr rifis lev comfort home along add grace buty ier desigr cushion cover house nikunj ma super quality fabr rifis lev comfort home along add grace buty ier
Textile India Paisley Double Quilts & Comforters Green,Home Furnishing,Buy Textile India Paisley Double Quilts & Comforters Green at Rs. 3999 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'textile', 'india', 'paisley', 'double', 'quilt', 'comforter', 'green', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy ile iia paiy double quilt comforter green r  flipkart com genui produ free sping cash divery
Nkp Cotton Bath Towel,Home Furnishing,Buy Nkp Cotton Bath Towel at Rs. 549 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'nkp', 'cotton', 'bath', 'towel', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy p coon bath tow r  flipkart com genui produ free sping cash divery
Woven Terry Cotton Bath Towel,Home Furnishing,"Woven Terry Cotton Bath Towel (Bath Towel, Multi Colour)
                         Price: Rs. 649
				
			100% cotton soft bath terry pack of 3 towels
100% cotton soft bath terry pack of 3 towels","['woven', 'terry', 'cotton', 'bath', 'towel', 'bath', 'towel', 'multi', 'colour', 'price', 'r', '', '', 'cotton', 'soft', 'bath', 'terry', 'pack', '', 'towel', '', 'cotton', 'soft', 'bath', 'terry', 'pack', '', 'towel']",woven terry coon bath tow bath tow multi colour pre r   coon soft bath terry pack  tow  coon soft bath terry pack  tow
Casa Copenhagen Set of Towels,Home Furnishing,Buy Casa Copenhagen Set of Towels at Rs. 800 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'casa', 'copenhagen', 'set', 'towel', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy   set tow r  flipkart com genui produ free sping cash divery
Maspar Cotton Set of Towels,Home Furnishing,"Maspar Cotton Set of Towels (One Beach Towel, Red)
                         Price: Rs. 1,645
				
			100 percent cotton, Soft and absorbent and Machine washable.
100 percent cotton, Soft and absorbent and Machine washable.","['maspar', 'cotton', 'set', 'towel', 'one', 'beach', 'towel', 'red', 'price', 'r', '', '', '', 'percent', 'cotton', 'soft', 'absorbent', 'machine', 'washable', '', 'percent', 'cotton', 'soft', 'absorbent', 'machine', 'washable']", coon set tow o bch tow r pre r    pe coon soft aoe machi wasble  pe coon soft aoe machi wasble
Sassoon Cotton Bath Towel,Home Furnishing,"Sassoon Cotton Bath Towel (Red)
                         Price: Rs. 1,299
				
			Ferrari Printed Towel 75x150cm-Design No.472
Ferrari Printed Towel 75x150cm-Design No.472","['sassoon', 'cotton', 'bath', 'towel', 'red', 'price', 'r', '', '', 'ferrari', 'print', 'towel', 'xcm', 'design', '', 'ferrari', 'print', 'towel', 'xcm', 'design', '']", coon bath tow r pre r   ferrari pri tow xcm design  ferrari pri tow xcm design 
Mandhania Cotton Bath Towel,Home Furnishing,Buy Mandhania Cotton Bath Towel at Rs. 280 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'mandhania', 'cotton', 'bath', 'towel', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy mania coon bath tow r  flipkart com genui produ free sping cash divery
Shagun Gold Tea Tree Essential Aroma Therapy Oil,Baby Care,"Shagun Gold Tea Tree Essential Aroma Therapy Oil (15 ml)
                         Price: Rs. 269
				
			Tea Tree Oil Is Derived From The Leaves Of The Tea Tree. The Tea Tree Was Named By Eighteenth Century Sailors, Who Made Tea That Smelled Like Nutmeg From The Leaves Of The Tree Growing On The Swampy Southeast Australian Coast. Do Not Confuse The Tea Tree With The Unrelated Common Tea Plant That Is Used To Make Black And Green Teas.
Tea Tree Oil Is Derived From The Leaves Of The Tea Tree. The Tea Tree Was Named By Eighteenth Century Sailors, Who Made Tea That Smelled Like Nutmeg From The Leaves Of The Tree Growing On The Swampy Southeast Australian Coast. Do Not Confuse The Tea Tree With The Unrelated Common Tea Plant That Is Used To Make Black And Green Teas.","['shagun', 'gold', 'tea', 'tree', 'essential', 'aroma', 'therapy', 'oil', '', 'ml', 'price', 'r', '', 'tea', 'tree', 'oil', 'derive', 'leaf', 'tea', 'tree', 'tea', 'tree', 'name', 'eighteenth', 'century', 'sailor', 'make', 'tea', 'smell', 'like', 'nutmeg', 'leaf', 'tree', 'grow', 'swampy', 'southeast', 'australian', 'coast', 'confuse', 'tea', 'tree', 'unrelated', 'common', 'tea', 'plant', 'use', 'make', 'black', 'green', 'tea', 'tea', 'tree', 'oil', 'derive', 'leaf', 'tea', 'tree', 'tea', 'tree', 'name', 'eighteenth', 'century', 'sailor', 'make', 'tea', 'smell', 'like', 'nutmeg', 'leaf', 'tree', 'grow', 'swampy', 'southeast', 'australian', 'coast', 'confuse', 'tea', 'tree', 'unrelated', 'common', 'tea', 'plant', 'use', 'make', 'black', 'green', 'tea']",un gold t e esseial aroma therapy oil  ml pre r  t e oil derive lf t e t e name ghteeh ceury lor ma t sml li nutmeg lf e g ampy southst australian coast confuse t e uat common t pt use ma black green t t e oil derive lf t e t e name ghteeh ceury lor ma t sml li nutmeg lf e g ampy southst australian coast confuse t e uat common t pt use ma black green t
Amber Cotton Set of Towels,Home Furnishing,Buy Amber Cotton Set of Towels at Rs. 239 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'amber', 'cotton', 'set', 'towel', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy  coon set tow r  flipkart com genui produ free sping cash divery
Bagru Crafts Cotton Set of Towels,Home Furnishing,Buy Bagru Crafts Cotton Set of Towels at Rs. 490 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'bagru', 'craft', 'cotton', 'set', 'towel', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy  craft coon set tow r  flipkart com genui produ free sping cash divery
Jaipur Raga Floral Double Quilts & Comforters Red,Home Furnishing,Buy Jaipur Raga Floral Double Quilts & Comforters Red at Rs. 2199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"['buy', 'jaipur', 'raga', 'floral', 'double', 'quilt', 'comforter', 'red', 'r', '', 'flipkart', 'com', 'genuine', 'product', 'free', 'shipping', 'cash', 'delivery']",buy jaipur raga floral double quilt comforter r r  flipkart com genui produ free sping cash divery
