product_name,product_category_tree,description,description_token
Cheeky Chompers The Neckerchew - Simple Classic,Baby Care,"Specifications of Cheeky Chompers The Neckerchew - Simple Classic (Sky) General Brand Cheeky Chompers Loop Type Knot, Button Material Cotton Model Name The Neckerchew - Simple Classic Ideal For Boys, Girls Model ID CC010 Color Sky Design Strip Imprint In the Box Number of Contents in Sales Package 1 Sales Package 1 Bib","['specification', 'cheeky', 'chompers', 'neckerchew', 'simple', 'classic', 'sky', 'general', 'brand', 'cheeky', 'chompers', 'loop', 'type', 'knot', 'button', 'material', 'cotton', 'model', 'name', 'neckerchew', 'simple', 'classic', 'ideal', 'boy', 'girl', 'model', 'id', 'cc010', 'color', 'sky', 'design', 'strip', 'imprint', 'box', 'number', 'content', 'sale', 'package', '1', 'sale', 'package', '1', 'bib']"
Piyo Piyo Four Stage Waterproof Bib,Baby Care,"Specifications of Piyo Piyo Four Stage Waterproof Bib (Yellow) General Brand Piyo Piyo Loop Type Velcro Material Plastic Model Name Four Stage Waterproof Bib Ideal For Boys, Girls Model ID CP Color Yellow Design Animal In the Box Number of Contents in Sales Package 1 Sales Package 1 Bib","['specification', 'piyo', 'piyo', 'four', 'stage', 'waterproof', 'bib', 'yellow', 'general', 'brand', 'piyo', 'piyo', 'loop', 'type', 'velcro', 'material', 'plastic', 'model', 'name', 'four', 'stage', 'waterproof', 'bib', 'ideal', 'boy', 'girl', 'model', 'id', 'cp', 'color', 'yellow', 'design', 'animal', 'box', 'number', 'content', 'sale', 'package', '1', 'sale', 'package', '1', 'bib']"
Innovative Single Corner Stainless Steel Wall Shelf,Home Decor & Festive Needs,"Key Features of Innovative Single Corner Stainless Steel Wall Shelf Suitable For: Living Room & Bedroom Wall Mountable Rust Proof,Innovative Single Corner Stainless Steel Wall Shelf (Number of Shelves - 1, Silver) Price: Rs. 599 Shelf Corner Single,Specifications of Innovative Single Corner Stainless Steel Wall Shelf (Number of Shelves - 1, Silver) General Brand Innovative Suitable For Living Room & Bedroom Model Number 1001 Model Name Single Corner Material Stainless Steel Color Silver Dimensions Height 7 inch Width 9 inch Body & Design Features Number of Shelves 1 In the Box Sales Package 1 Shelf Pack of 1 Additional Features Rust Proof Yes","['key', 'feature', 'innovative', 'single', 'corner', 'stainless', 'steel', 'wall', 'shelf', 'suitable', 'living', 'room', 'bedroom', 'wall', 'mountable', 'rust', 'proof', 'innovative', 'single', 'corner', 'stainless', 'steel', 'wall', 'shelf', 'number', 'shelf', '1', 'silver', 'price', 'r', '599', 'shelf', 'corner', 'single', 'specification', 'innovative', 'single', 'corner', 'stainless', 'steel', 'wall', 'shelf', 'number', 'shelf', '1', 'silver', 'general', 'brand', 'innovative', 'suitable', 'living', 'room', 'bedroom', 'model', 'number', '1001', 'model', 'name', 'single', 'corner', 'material', 'stainless', 'steel', 'color', 'silver', 'dimension', 'height', '7', 'inch', 'width', '9', 'inch', 'body', 'design', 'feature', 'number', 'shelf', '1', 'box', 'sale', 'package', '1', 'shelf', 'pack', '1', 'additional', 'feature', 'rust', 'proof', 'yes']"
Boreal Plastic rectangular hair brush 633D,Baby Care,"Specifications of Boreal Plastic rectangular hair brush 633D Brush Traits Brush Type Flat brush Brush Set Content Small brush Bristle Type Nylon bristles Round Tip Bristle Yes Handle Type Plastic handle Brush Application Grooming, Curling, Detangling Ideal For BoysIIGirls Brush Size Small Brush Set No Suitable Hair Type Medium to long hair, Wet hair In the Box Hair brush Additional Traits Reduces snags and tangles","['specification', 'boreal', 'plastic', 'rectangular', 'hair', 'brush', '633d', 'brush', 'trait', 'brush', 'type', 'flat', 'brush', 'brush', 'set', 'content', 'small', 'brush', 'bristle', 'type', 'nylon', 'bristle', 'round', 'tip', 'bristle', 'yes', 'handle', 'type', 'plastic', 'handle', 'brush', 'application', 'groom', 'curl', 'detangling', 'ideal', 'boysiigirls', 'brush', 'size', 'small', 'brush', 'set', 'suitable', 'hair', 'type', 'medium', 'long', 'hair', 'wet', 'hair', 'box', 'hair', 'brush', 'additional', 'trait', 'reduces', 'snag', 'tangle']"
Pokizo Baby Girl's A-line Dress,Baby Care,"Key Features of Pokizo Baby Girl's A-line Dress Multicolour A-line,Specifications of Pokizo Baby Girl's A-line Dress Dimensions Length Midi/Knee Length General Details Ideal For Baby Girl's Occasion Party Dress Details Fabric Cotton Type A-line","['key', 'feature', 'pokizo', 'baby', 'girl', 'line', 'dress', 'multicolour', 'line', 'specification', 'pokizo', 'baby', 'girl', 'line', 'dress', 'dimension', 'length', 'midi', 'knee', 'length', 'general', 'detail', 'ideal', 'baby', 'girl', 'occasion', 'party', 'dress', 'detail', 'fabric', 'cotton', 'type', 'line']"
Titrit Baby Girl's Gathered Dress,Baby Care,"Key Features of Titrit Baby Girl's Gathered Dress Baby Frock With Shrug And Legging Material Cotton Layered pattern and allover print Soft Fabric Full sleeves,Titrit Baby Girl's Gathered Dress Price: Rs. 1,800 Make an outfit with these lovely three-piece set for your daughter.With the touch of vibrant pink, this dress defines comfort and style.,Specifications of Titrit Baby Girl's Gathered Dress In The Box 1 frock, 1 shrug, 1 legging Dimensions Length Midi/Knee Length General Details Pattern Printed Ideal For Baby Girl's Occasion Casual Dress Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 3 Fabric cotton Type Gathered Neck Round Fabric Care Wash with similar colours","['key', 'feature', 'titrit', 'baby', 'girl', 'gather', 'dress', 'baby', 'frock', 'shrug', 'legging', 'material', 'cotton', 'layer', 'pattern', 'allover', 'print', 'soft', 'fabric', 'full', 'sleeve', 'titrit', 'baby', 'girl', 'gather', 'dress', 'price', 'r', '1', '800', 'make', 'outfit', 'lovely', 'three', 'piece', 'set', 'daughter', 'touch', 'vibrant', 'pink', 'dress', 'defines', 'comfort', 'style', 'specification', 'titrit', 'baby', 'girl', 'gather', 'dress', 'box', '1', 'frock', '1', 'shrug', '1', 'legging', 'dimension', 'length', 'midi', 'knee', 'length', 'general', 'detail', 'pattern', 'print', 'ideal', 'baby', 'girl', 'occasion', 'casual', 'dress', 'detail', 'sleeve', 'full', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '3', 'fabric', 'cotton', 'type', 'gather', 'neck', 'round', 'fabric', 'care', 'wash', 'similar', 'colour']"
Young Birds Baby Girl's Fit and Flare Dress,Baby Care,"Specifications of Young Birds Baby Girl's Fit and Flare Dress Dimensions Length Mini/Short General Details Pattern Solid, Floral Print Occasion Casual, Formal Ideal For Baby Girl's Dress Details Lining 100 % Cotton Sleeve Sleeveless Fabric 100% Cotton Type Fit and Flare Neck Square Neck Additional Details Other Details Front Strap button had attached Fabric Care Normal Wash","['specification', 'young', 'bird', 'baby', 'girl', 'fit', 'flare', 'dress', 'dimension', 'length', 'mini', 'short', 'general', 'detail', 'pattern', 'solid', 'floral', 'print', 'occasion', 'casual', 'formal', 'ideal', 'baby', 'girl', 'dress', 'detail', 'line', '100', 'cotton', 'sleeve', 'sleeveless', 'fabric', '100', 'cotton', 'type', 'fit', 'flare', 'neck', 'square', 'neck', 'additional', 'detail', 'detail', 'front', 'strap', 'button', 'attach', 'fabric', 'care', 'normal', 'wash']"
FS Mini Klub Baby Boy's Bodysuit,Baby Care,"Key Features of FS Mini Klub Baby Boy's Bodysuit Fabric: Cotton Brand Color: MULTI,Specifications of FS Mini Klub Baby Boy's Bodysuit General Details Sleeve SHORT SLEEVE Number of Contents in Sales Package Pack of 3 Age Group 6 -  9 month Fabric Cotton Pattern Printed Ideal For Baby Boy's Neck ROUND NECK","['key', 'feature', 'f', 'mini', 'klub', 'baby', 'boy', 'bodysuit', 'fabric', 'cotton', 'brand', 'color', 'multi', 'specification', 'f', 'mini', 'klub', 'baby', 'boy', 'bodysuit', 'general', 'detail', 'sleeve', 'short', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '3', 'age', 'group', '6', '9', 'month', 'fabric', 'cotton', 'pattern', 'print', 'ideal', 'baby', 'boy', 'neck', 'round', 'neck']"
"chota packet Baby Boy's, Baby Girl's Bodysuit",Baby Care,"Specifications of chota packet Baby Boy's, Baby Girl's Bodysuit General Details Sleeve Half sleeves Bootie No Closure Button Age Group 0 -  18 month Number of Contents in Sales Package Pack of 1 Fabric Cotton Pattern Solid Ideal For Baby Boy's, Baby Girl's Hood No Fabric Care Normal Wash, Do not iron on print","['specification', 'chota', 'packet', 'baby', 'boy', 'baby', 'girl', 'bodysuit', 'general', 'detail', 'sleeve', 'half', 'sleeve', 'bootie', 'closure', 'button', 'age', 'group', '0', '18', 'month', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', 'cotton', 'pattern', 'solid', 'ideal', 'baby', 'boy', 'baby', 'girl', 'hood', 'fabric', 'care', 'normal', 'wash', 'iron', 'print']"
"You Got Plan B Baby Boy's, Baby Girl's Romper",Baby Care,"Key Features of You Got Plan B Baby Boy's, Baby Girl's Romper Fabric: Cotton Brand Color: Orange,You Got Plan B Baby Boy's, Baby Girl's Romper Price: Rs. 449 For the much awaited and confident baby. He/ she knows everyones been waiting for him and he's raring to go! Made with 100% cotton,Specifications of You Got Plan B Baby Boy's, Baby Girl's Romper Dimensions Length 16 inch General Details Age Group 3 -  12 month Fabric Cotton Pattern Solid Ideal For Baby Boy's, Baby Girl's Fabric Care Machine wash with warm water. Do not tumble dry. No bleach. Warm ironing. Wash and dry dark colours seperately","['key', 'feature', 'get', 'plan', 'b', 'baby', 'boy', 'baby', 'girl', 'romper', 'fabric', 'cotton', 'brand', 'color', 'orange', 'get', 'plan', 'b', 'baby', 'boy', 'baby', 'girl', 'romper', 'price', 'r', '449', 'much', 'await', 'confident', 'baby', 'know', 'everyones', 'wait', 'raring', 'go', 'make', '100', 'cotton', 'specification', 'get', 'plan', 'b', 'baby', 'boy', 'baby', 'girl', 'romper', 'dimension', 'length', '16', 'inch', 'general', 'detail', 'age', 'group', '3', '12', 'month', 'fabric', 'cotton', 'pattern', 'solid', 'ideal', 'baby', 'boy', 'baby', 'girl', 'fabric', 'care', 'machine', 'wash', 'warm', 'water', 'tumble', 'dry', 'bleach', 'warm', 'iron', 'wash', 'dry', 'dark', 'colour', 'seperately']"
Mee Mee Multifunctional Nursery Diaper Bag,Baby Care,"Mee Mee Multifunctional Nursery Diaper Bag (Dark Blue) Price: Rs. 549 childs safety and health. All Mee mee nursery bags are carefully made to the highest safety standards. Our nursery bags is specially designed to help the parent easily carry baby items or product. Same time to provide safe and comfortable for parent to carry. Easily attaches to pushchair handles pockets including easy access zipexterior pockets adjustable shoulder strap waterproof lining throughout suitable from birth.,Specifications of Mee Mee Multifunctional Nursery Diaper Bag (Dark Blue) General Brand Mee Mee Model Number MM-06 BAG Type Diaper Bag Model Name Multifunctional Nursery Ideal For Baby Boys, Baby Girls Color Dark Blue In the Box Sales Package Diaper Bag","['mee', 'mee', 'multifunctional', 'nursery', 'diaper', 'bag', 'dark', 'blue', 'price', 'r', '549', 'child', 'safety', 'health', 'mee', 'mee', 'nursery', 'bag', 'carefully', 'make', 'high', 'safety', 'standard', 'nursery', 'bag', 'specially', 'design', 'help', 'parent', 'easily', 'carry', 'baby', 'item', 'product', 'time', 'provide', 'safe', 'comfortable', 'parent', 'carry', 'easily', 'attache', 'pushchair', 'handle', 'pocket', 'include', 'easy', 'access', 'zipexterior', 'pocket', 'adjustable', 'shoulder', 'strap', 'waterproof', 'line', 'throughout', 'suitable', 'birth', 'specification', 'mee', 'mee', 'multifunctional', 'nursery', 'diaper', 'bag', 'dark', 'blue', 'general', 'brand', 'mee', 'mee', 'model', 'number', 'mm', '06', 'bag', 'type', 'diaper', 'bag', 'model', 'name', 'multifunctional', 'nursery', 'ideal', 'baby', 'boy', 'baby', 'girl', 'color', 'dark', 'blue', 'box', 'sale', 'package', 'diaper', 'bag']"
Zero Baby Girl's Leggings,Baby Care,Specifications of Zero Baby Girl's Leggings (Pack of 3) General Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Type Leggings Pattern Self Design Ideal For Baby Girl's,"['specification', 'zero', 'baby', 'girl', 'legging', 'pack', '3', 'general', 'detail', 'number', 'content', 'sale', 'package', 'pack', '3', 'fabric', 'cotton', 'type', 'legging', 'pattern', 'self', 'design', 'ideal', 'baby', 'girl']"
Oxolloxo Solid Single Breasted Casual Women's Blazer,Baby Care,"Specifications of Oxolloxo Solid Single Breasted Casual Women's Blazer General Details Pattern Solid Ideal For Women's Occasion Casual Blazer Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Linen Type Single Breasted Color Orange Fabric Care Machine wash, do not bleach, do not tumble dry, warm iron, dry cleanable. Additional Details Style Code S16184WBZ006","['specification', 'oxolloxo', 'solid', 'single', 'breast', 'casual', 'woman', 'blazer', 'general', 'detail', 'pattern', 'solid', 'ideal', 'woman', 'occasion', 'casual', 'blazer', 'detail', 'sleeve', 'sleeveless', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', 'linen', 'type', 'single', 'breast', 'color', 'orange', 'fabric', 'care', 'machine', 'wash', 'bleach', 'tumble', 'dry', 'warm', 'iron', 'dry', 'cleanable', 'additional', 'detail', 'style', 'code', 's16184wbz006']"
SHOPOJ Blue Paper Sky Lantern,Home Decor & Festive Needs,"Key Features of SHOPOJ Blue Paper Sky Lantern Paper Light Source - Candle,SHOPOJ Blue Paper Sky Lantern (80 cm X 34 cm, Pack of 35) Price: Rs. 1,458 A sky lantern, also known as Kongming lantern or Chinese lantern, is a small hot air balloon made of paper, with an opening at the bottom where a small fire is suspended. You can write down your wish on it and pray it come true when you fly the lantern Great for making a wish at Valentine's Day, Christmas Day, New Years Day, birthday, etc.,Specifications of SHOPOJ Blue Paper Sky Lantern (80 cm X 34 cm, Pack of 35) General Brand SHOPOJ Model Number SJ- 35BLU-0083 Shade Blue Type Sky Lantern Maximum Altitude 2200 m Ideal For Outdoor Color Blue Body and Design Features Light Source Candle Material Paper Finish Glossy Number Of Lights 1 Design Plain In the box Pack of 35 Dimensions Diameter 30 cm Weight 500 g Height 80 cm Other Dimensions 34 x 34 x 80 Width 34 cm","['key', 'feature', 'shopoj', 'blue', 'paper', 'sky', 'lantern', 'paper', 'light', 'source', 'candle', 'shopoj', 'blue', 'paper', 'sky', 'lantern', '80', 'cm', 'x', '34', 'cm', 'pack', '35', 'price', 'r', '1', '458', 'sky', 'lantern', 'also', 'know', 'kongming', 'lantern', 'chinese', 'lantern', 'small', 'hot', 'air', 'balloon', 'make', 'paper', 'opening', 'bottom', 'small', 'fire', 'suspend', 'write', 'wish', 'pray', 'come', 'true', 'fly', 'lantern', 'great', 'make', 'wish', 'valentine', 'day', 'christmas', 'day', 'new', 'year', 'day', 'birthday', 'etc', 'specification', 'shopoj', 'blue', 'paper', 'sky', 'lantern', '80', 'cm', 'x', '34', 'cm', 'pack', '35', 'general', 'brand', 'shopoj', 'model', 'number', 'sj', '35blu', '0083', 'shade', 'blue', 'type', 'sky', 'lantern', 'maximum', 'altitude', '2200', 'ideal', 'outdoor', 'color', 'blue', 'body', 'design', 'feature', 'light', 'source', 'candle', 'material', 'paper', 'finish', 'glossy', 'number', 'light', '1', 'design', 'plain', 'box', 'pack', '35', 'dimension', 'diameter', '30', 'cm', 'weight', '500', 'g', 'height', '80', 'cm', 'dimension', '34', 'x', '34', 'x', '80', 'width', '34', 'cm']"
Ville Style Polyester Maroon Floral Eyelet Door Curtain,Home Furnishing,"Key Features of Ville Style Polyester Maroon Floral Eyelet Door Curtain Height: 212 cm Width: 122 cm Opaque,Ville Style Polyester Maroon Floral Eyelet Door Curtain (212 cm in Height, Single Curtain) Price: Rs. 399 The elegant design curtains possess a premium quality fabric and beautiful printed pattern which gives it a unique appearance and finish. The curtain comes with standard width that is 4 feet. These Curtains are easier to put up and take down than the traditional ones.,Specifications of Ville Style Polyester Maroon Floral Eyelet Door Curtain (212 cm in Height, Single Curtain) Convenience Features Reversible No General Transparency Opaque Brand Ville Style Designed For Door Type Eyelet Model Name Floral Kolaveri Model ID VSCU261KV Color Maroon Dimensions Length 212 cm Additional Features Wash Care Machine Wash with Warm Water Body & Design Lining No Material Polyester In the Box Number of Contents in Sales Package Pack of 1 Sales Package Single Curtain","['key', 'feature', 'ville', 'style', 'polyester', 'maroon', 'floral', 'eyelet', 'door', 'curtain', 'height', '212', 'cm', 'width', '122', 'cm', 'opaque', 'ville', 'style', 'polyester', 'maroon', 'floral', 'eyelet', 'door', 'curtain', '212', 'cm', 'height', 'single', 'curtain', 'price', 'r', '399', 'elegant', 'design', 'curtain', 'posse', 'premium', 'quality', 'fabric', 'beautiful', 'print', 'pattern', 'give', 'unique', 'appearance', 'finish', 'curtain', 'come', 'standard', 'width', '4', 'foot', 'curtain', 'easy', 'put', 'take', 'traditional', 'one', 'specification', 'ville', 'style', 'polyester', 'maroon', 'floral', 'eyelet', 'door', 'curtain', '212', 'cm', 'height', 'single', 'curtain', 'convenience', 'feature', 'reversible', 'general', 'transparency', 'opaque', 'brand', 'ville', 'style', 'design', 'door', 'type', 'eyelet', 'model', 'name', 'floral', 'kolaveri', 'model', 'id', 'vscu261kv', 'color', 'maroon', 'dimension', 'length', '212', 'cm', 'additional', 'feature', 'wash', 'care', 'machine', 'wash', 'warm', 'water', 'body', 'design', 'line', 'material', 'polyester', 'box', 'number', 'content', 'sale', 'package', 'pack', '1', 'sale', 'package', 'single', 'curtain']"
Sarah Stylish Hair Claw,Beauty and Personal Care,Specifications of Sarah Stylish Hair Claw (Brown) Body & Design Material Plastic Finish Glossy In the Box Number of Contents in Sales Package Pack of 1,"['specification', 'sarah', 'stylish', 'hair', 'claw', 'brown', 'body', 'design', 'material', 'plastic', 'finish', 'glossy', 'box', 'number', 'content', 'sale', 'package', 'pack', '1']"
Wonderchef Windsor Roaster 26cm Pot 3.4 L,Kitchen & Dining,"Key Features of Wonderchef Windsor Roaster 26cm Pot 3.4 L Induction Bottom Pot Pack of 1,Wonderchef Windsor Roaster 26cm Pot 3.4 L (Aluminium) Price: Rs. 2,999 • Classic elegance gets re-defined with the new Die-Cast Cook n Serve series • Dual tone finish adds vibrancy to your kitchen and dining table. • Special lid design for vapour condensation allowing better water retention • Offer exceptional heat conductivity and durability of die-cast aluminium • Health-friendly, chip-resistant ceramic coating - easy to clean and maintain • Multiple use roasters • Cast stainless steel knob for that classy look • Prepare delicious food with slow cooking effect on low gas • Induction bottom suitable for all heat sources - gas, OTG and convection microwave • Reliable Wonderchef warranty,Specifications of Wonderchef Windsor Roaster 26cm Pot 3.4 L (Aluminium) General Pan Type Roasting Non-stick No Brand Wonderchef Model Number 8904214703639 Induction Bottom Yes Type Pot Material Aluminium Model Name Windsor Roaster 26cm Lid Included Yes Capacity 3.4 L Color Orange In the box Sales Package 1 Roaster 26cm Pack of 1 Dimensions Diameter 26 cm Additional Features Dishwasher Safe Yes","['key', 'feature', 'wonderchef', 'windsor', 'roaster', '26cm', 'pot', '3', '4', 'l', 'induction', 'bottom', 'pot', 'pack', '1', 'wonderchef', 'windsor', 'roaster', '26cm', 'pot', '3', '4', 'l', 'aluminium', 'price', 'r', '2', '999', 'classic', 'elegance', 'get', 'define', 'new', 'die', 'cast', 'cook', 'n', 'serve', 'series', 'dual', 'tone', 'finish', 'add', 'vibrancy', 'kitchen', 'din', 'table', 'special', 'lid', 'design', 'vapour', 'condensation', 'allow', 'well', 'water', 'retention', 'offer', 'exceptional', 'heat', 'conductivity', 'durability', 'die', 'cast', 'aluminium', 'health', 'friendly', 'chip', 'resistant', 'ceramic', 'coat', 'easy', 'clean', 'maintain', 'multiple', 'use', 'roaster', 'cast', 'stainless', 'steel', 'knob', 'classy', 'look', 'prepare', 'delicious', 'food', 'slow', 'cooking', 'effect', 'low', 'gas', 'induction', 'bottom', 'suitable', 'heat', 'source', 'gas', 'otg', 'convection', 'microwave', 'reliable', 'wonderchef', 'warranty', 'specification', 'wonderchef', 'windsor', 'roaster', '26cm', 'pot', '3', '4', 'l', 'aluminium', 'general', 'pan', 'type', 'roast', 'non', 'stick', 'brand', 'wonderchef', 'model', 'number', '8904214703639', 'induction', 'bottom', 'yes', 'type', 'pot', 'material', 'aluminium', 'model', 'name', 'windsor', 'roaster', '26cm', 'lid', 'include', 'yes', 'capacity', '3', '4', 'l', 'color', 'orange', 'box', 'sale', 'package', '1', 'roaster', '26cm', 'pack', '1', 'dimension', 'diameter', '26', 'cm', 'additional', 'feature', 'dishwasher', 'safe', 'yes']"
Kushies baby Baby Girl's Shrug,Baby Care,Specifications of Kushies baby Baby Girl's Shrug General Details Pattern Striped Occasion Casual Ideal For Baby Girl's Shrug Details Sleeve Full Sleeve Fabric Cotton rib 200gsm Pattern Striped In the Box 1 Shrug,"['specification', 'kushies', 'baby', 'baby', 'girl', 'shrug', 'general', 'detail', 'pattern', 'strip', 'occasion', 'casual', 'ideal', 'baby', 'girl', 'shrug', 'detail', 'sleeve', 'full', 'sleeve', 'fabric', 'cotton', 'rib', '200gsm', 'pattern', 'strip', 'box', '1', 'shrug']"
Wow! Baby Girl's Gathered Yellow Dress,Baby Care,"Key Features of Wow! Baby Girl's Gathered Yellow Dress Summer Cotton Frocks Fully Front Open Easy to Put On Suitable for Home Wear Suitable for Newborns Easy to Layer,Wow! Baby Girl's Gathered Yellow Dress Price: Rs. 599 This is a special garment from WOW! All kids will look stylish and cute in WOW! Garments which follow all the latest fashion trends. A must buy for your loved one!,Specifications of Wow! Baby Girl's Gathered Yellow Dress Dimensions Length Mini/Short General Details Pattern Printed Ideal For Baby Girl's Occasion Casual Dress Details Sleeve Sleeveless Fabric Cotton Type Gathered Neck Round Neck","['key', 'feature', 'wow', 'baby', 'girl', 'gather', 'yellow', 'dress', 'summer', 'cotton', 'frock', 'fully', 'front', 'open', 'easy', 'put', 'suitable', 'home', 'wear', 'suitable', 'newborn', 'easy', 'layer', 'wow', 'baby', 'girl', 'gather', 'yellow', 'dress', 'price', 'r', '599', 'special', 'garment', 'wow', 'kid', 'look', 'stylish', 'cute', 'wow', 'garment', 'follow', 'late', 'fashion', 'trend', 'must', 'buy', 'love', 'one', 'specification', 'wow', 'baby', 'girl', 'gather', 'yellow', 'dress', 'dimension', 'length', 'mini', 'short', 'general', 'detail', 'pattern', 'print', 'ideal', 'baby', 'girl', 'occasion', 'casual', 'dress', 'detail', 'sleeve', 'sleeveless', 'fabric', 'cotton', 'type', 'gather', 'neck', 'round', 'neck']"
"CHOCOBERRY Baby Girl's Printed White, Dark Blue Top, Capri & Shorts Set",Baby Care,"Key Features of CHOCOBERRY Baby Girl's Printed White, Dark Blue Top, Capri & Shorts Set BRNADED PREMIUM QUALITY PRODUCT AT VERY RESONABLE PRICE,CHOCOBERRY Baby Girl's Printed White, Dark Blue Top, Capri & Shorts Set Price: Rs. 799 Chocoberry Premium Lounge Wear,Specifications of CHOCOBERRY Baby Girl's Printed White, Dark Blue Top, Capri & Shorts Set General Details Pattern Printed Ideal For Baby Girl's Night Suit Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 3 Fabric Cotton, Spandex Type Top, Capri & Shorts Set Neck Round Neck In the Box 1 Top, 1 Capri, 1 Shorts","['key', 'feature', 'chocoberry', 'baby', 'girl', 'print', 'white', 'dark', 'blue', 'top', 'capri', 'short', 'set', 'brnaded', 'premium', 'quality', 'product', 'resonable', 'price', 'chocoberry', 'baby', 'girl', 'print', 'white', 'dark', 'blue', 'top', 'capri', 'short', 'set', 'price', 'r', '799', 'chocoberry', 'premium', 'lounge', 'wear', 'specification', 'chocoberry', 'baby', 'girl', 'print', 'white', 'dark', 'blue', 'top', 'capri', 'short', 'set', 'general', 'detail', 'pattern', 'print', 'ideal', 'baby', 'girl', 'night', 'suit', 'detail', 'sleeve', 'half', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '3', 'fabric', 'cotton', 'spandex', 'type', 'top', 'capri', 'short', 'set', 'neck', 'round', 'neck', 'box', '1', 'top', '1', 'capri', '1', 'short']"
Lilliput Solid Baby Boy's Blue Cargo Shorts,Baby Care,"Key Features of Lilliput Solid Baby Boy's Blue Cargo Shorts Cotton Blue Light,Lilliput Solid Baby Boy's Blue Cargo Shorts Price: Rs. 867 Isaac Capri From Our New Boywear Hardcore Collection , It S Feature  Stylish Scoop Pocket Styling On The Front Pocket. Crafted From A Cotton Twill Fabric With Straight Cut Bottom , Branding Logo Button With Mock Fly Opening At The Front, Back Elasticised Waistband With Functional Pockets Detail , Heavy Stitching Panel On The Front N Back Side , Its Cool Choice For A Casual Summer Wear . (11000026),Specifications of Lilliput Solid Baby Boy's Blue Cargo Shorts Shorts Details Fabric Cotton Type Cargo Shorts General Details Pattern Solid Ideal For Baby Boy's Fabric Care Machine Wash Cold. Wash Separately Or With Like Colors.Gentle Cycle. Use Only Non Chlorine Bleach When Needed. Tumble Dry Low. Remove Promptly. Warm Iron When Needed. Additional Details Style Code 11000026 In the Box 1 Cargo Shorts","['key', 'feature', 'lilliput', 'solid', 'baby', 'boy', 'blue', 'cargo', 'short', 'cotton', 'blue', 'light', 'lilliput', 'solid', 'baby', 'boy', 'blue', 'cargo', 'short', 'price', 'r', '867', 'isaac', 'capri', 'new', 'boywear', 'hardcore', 'collection', 'feature', 'stylish', 'scoop', 'pocket', 'style', 'front', 'pocket', 'craft', 'cotton', 'twill', 'fabric', 'straight', 'cut', 'bottom', 'branding', 'logo', 'button', 'mock', 'fly', 'opening', 'front', 'back', 'elasticised', 'waistband', 'functional', 'pocket', 'detail', 'heavy', 'stitch', 'panel', 'front', 'n', 'back', 'side', 'cool', 'choice', 'casual', 'summer', 'wear', '11000026', 'specification', 'lilliput', 'solid', 'baby', 'boy', 'blue', 'cargo', 'short', 'short', 'detail', 'fabric', 'cotton', 'type', 'cargo', 'short', 'general', 'detail', 'pattern', 'solid', 'ideal', 'baby', 'boy', 'fabric', 'care', 'machine', 'wash', 'cold', 'wash', 'separately', 'like', 'color', 'gentle', 'cycle', 'use', 'non', 'chlorine', 'bleach', 'need', 'tumble', 'dry', 'low', 'remove', 'promptly', 'warm', 'iron', 'need', 'additional', 'detail', 'style', 'code', '11000026', 'box', '1', 'cargo', 'short']"
Jacadi Paris Baby Girl's Gathered Dark Blue Dress,Baby Care,"Key Features of Jacadi Paris Baby Girl's Gathered Dark Blue Dress Cotton dress,Jacadi Paris Baby Girl's Gathered Dark Blue Dress Price: Rs. 5,099 This cotton dress is finished with flap neck detail. Bow detail with Easy snap closures at the back neck.,Specifications of Jacadi Paris Baby Girl's Gathered Dark Blue Dress In The Box 1 Flap neck cotton dress Dimensions Length Midi/Knee Length General Details Pattern Solid Occasion Casual Ideal For Baby Girl's Dress Details Number of Contents in Sales Package Pack of 1 Fabric 100% cotton Type Gathered","['key', 'feature', 'jacadi', 'paris', 'baby', 'girl', 'gather', 'dark', 'blue', 'dress', 'cotton', 'dress', 'jacadi', 'paris', 'baby', 'girl', 'gather', 'dark', 'blue', 'dress', 'price', 'r', '5', '099', 'cotton', 'dress', 'finish', 'flap', 'neck', 'detail', 'bow', 'detail', 'easy', 'snap', 'closure', 'back', 'neck', 'specification', 'jacadi', 'paris', 'baby', 'girl', 'gather', 'dark', 'blue', 'dress', 'box', '1', 'flap', 'neck', 'cotton', 'dress', 'dimension', 'length', 'midi', 'knee', 'length', 'general', 'detail', 'pattern', 'solid', 'occasion', 'casual', 'ideal', 'baby', 'girl', 'dress', 'detail', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', '100', 'cotton', 'type', 'gather']"
